,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
748,Conradt,1.27365,-0.19063,999.90059,-100.28882,0.41940,Alfvensalen,1.99504,1.70813,5475.52582,-89185.60012,True,False,13.63296
749,Maki,1.29917,-0.16194,999.80196,-100.61543,0.35627,Lindstedvägen 24,-0.74937,-0.22386,5472.30531,-89185.76150,True,False,14.85937
750,Conradt,-0.73247,1.61435,999.70647,-100.90509,-3.55157,7-11,-2.51595,-4.62777,5474.65530,-89184.93849,True,False,-86.77043
751,Sturm,0.46390,0.52793,999.86054,-100.48104,-1.16145,Östra Station,-1.61316,-0.91189,5473.64938,-89186.20659,True,False,-26.87491
752,Sturm,-0.08004,1.00178,999.96500,-100.17195,-2.20391,Alfvensalen,-0.99078,0.23683,5473.80198,-89186.76715,True,False,-54.01948
753,Sturm,1.80639,-0.67765,999.92439,-100.25595,1.49084,Lindstedvägen 24,-1.11435,-1.30129,5473.79097,-89186.56522,True,False,40.28163
754,Sturm,-0.04115,1.01626,999.89284,-100.32282,-2.23577,Alfvensalen,-0.59516,1.48592,5476.18298,-89186.36773,True,False,-52.11092
755,Conradt,0.51360,0.55621,999.75751,-100.76120,-1.22365,7-11,-3.30525,-3.81424,5474.67564,-89183.82086,True,False,-24.44118
756,Sturm,-0.30824,1.16288,999.60753,-101.22197,-2.55835,7-11,-0.00106,-0.62820,5475.46048,-89186.68032,True,False,-65.60848
757,Conradt,1.46268,-0.45238,999.85331,-100.49389,0.99524,Entré,-1.41464,-0.32676,5478.58627,-89187.96212,True,False,23.06063
758,Conradt,2.42089,-1.70392,999.87786,-100.40992,3.74863,Biblioteket,0.03904,-1.32607,5477.83504,-89189.91007,True,False,70.98336
759,Sturm,1.19439,-0.17882,999.64977,-101.07088,0.39341,Biblioteket,-0.37836,2.63248,5473.74109,-89185.74489,True,False,9.54434
760,Maki,-0.48715,1.46072,999.79534,-100.61648,-3.21359,Alfvensalen,-0.19298,-0.58187,5476.80729,-89186.04718,True,False,-74.45977
761,Sturm,0.27707,0.83556,999.89356,-100.38744,-1.83823,7-11,-0.15277,0.04605,5473.53701,-89189.14464,True,False,-36.19985
762,Maki,0.62212,0.34630,999.81699,-100.55366,-0.76187,7-11,-0.33008,0.27744,5473.60464,-89184.17719,True,False,-18.98559
763,Sturm,1.67693,-0.74962,999.68727,-100.94896,1.64917,Biblioteket,-1.11082,1.70241,5475.05427,-89185.48492,True,False,33.69019
764,Sturm,0.73729,0.04522,999.86796,-100.43824,-0.09948,Alfvensalen,-0.09139,-1.11565,5474.09940,-89185.61949,True,False,-13.20153
765,Maki,0.34501,0.53738,999.73897,-100.76900,-1.18223,7-11,0.55818,0.49986,5472.81581,-89183.63789,True,False,-32.88016
766,Maki,1.53460,-0.26340,999.87870,-100.39185,0.57947,Alfvensalen,0.42446,-0.99450,5473.96474,-89185.70186,True,False,26.66950
767,Sturm,-1.64175,2.67183,999.93142,-100.28688,-5.87803,Biblioteket,-0.96968,2.24253,5475.85639,-89186.29580,True,False,-132.12160
768,Sturm,2.43519,-1.27465,999.63055,-101.14706,2.80424,Biblioteket,1.24932,0.72843,5472.82387,-89185.17618,True,False,71.57474
769,Sturm,0.15345,0.72285,999.87666,-100.36492,-1.59027,7-11,0.07162,-0.30471,5472.90279,-89185.05562,True,False,-42.38932
770,Maki,0.63086,0.13892,999.97189,-100.10786,-0.30561,Östra Station,-0.56520,0.12694,5479.26535,-89185.49940,True,False,-18.47119
771,Maki,0.64542,0.22135,999.95837,-100.16075,-0.48697,Östra Station,-0.13441,-0.32900,5474.01377,-89186.65337,True,False,-17.74987
772,Conradt,2.20011,-1.15535,999.73481,-100.78698,2.54177,Biblioteket,1.27864,0.88045,5476.96095,-89186.47071,True,False,59.87291
773,Sturm,0.28731,0.65338,999.72470,-100.80136,-1.43744,7-11,1.35070,-1.39660,5474.57812,-89182.26297,True,False,-35.77227
774,Conradt,0.66508,0.39823,999.81502,-100.60660,-0.87610,7-11,-0.01288,-1.02566,5475.38893,-89185.98540,True,False,-16.83843
775,Sturm,1.52470,-0.43645,999.89244,-100.34625,0.96018,Lindstedvägen 24,-1.86715,3.51770,5475.21097,-89185.98261,True,False,26.18126
776,Conradt,0.14430,1.06974,999.79332,-100.60300,-2.35342,7-11,2.60368,0.45124,5475.38602,-89182.95958,True,False,-42.88849
777,Conradt,-0.64097,1.70184,999.87457,-100.41894,-3.74406,Entré,1.61983,1.25491,5477.33063,-89187.95802,True,False,-82.11122
778,Sturm,0.73689,0.25386,999.94990,-100.14431,-0.55848,Östra Station,0.89969,1.14407,5475.20853,-89183.00225,True,False,-13.18054
779,Sturm,-0.12058,1.16085,999.68597,-100.99001,-2.55388,Östra Station,-1.83276,1.43045,5471.87287,-89184.85720,True,False,-56.18620
780,Sturm,-1.37193,2.33017,999.96667,-100.16200,-5.12638,Biblioteket,0.07705,0.27586,5477.28237,-89187.11509,True,False,-118.61298
781,Conradt,2.48449,-1.33524,999.86520,-100.39927,2.93753,Biblioteket,-0.14457,2.46957,5473.97345,-89186.07910,True,False,74.15709
782,Conradt,0.59171,0.44956,999.70005,-100.91631,-0.98902,Alfvensalen,3.83610,2.98315,5476.42695,-89187.05156,True,False,-20.56438
783,Sturm,0.55716,0.24173,999.91187,-100.25954,-0.53181,Östra Station,-0.34724,-0.15358,5475.81660,-89185.25389,True,False,-22.18614
784,Conradt,0.25560,0.66130,999.83394,-100.53636,-1.45485,Östra Station,-2.57986,-2.12385,5475.06817,-89185.31719,True,False,-37.30318
785,Sturm,-0.12663,1.34899,999.75567,-100.71201,-2.96777,7-11,0.11780,0.70941,5473.31964,-89187.09654,True,False,-56.45351
786,Conradt,-0.15801,1.05434,999.80460,-100.58741,-2.31954,7-11,1.67767,0.91689,5475.76866,-89184.82954,True,False,-57.99812
787,Sturm,0.78432,0.35052,999.75164,-100.71136,-0.77114,Alfvensalen,-0.15385,0.08015,5475.04596,-89185.42592,True,False,-10.90829
788,Maki,0.12891,0.69421,999.82010,-100.55332,-1.52727,Östra Station,0.74015,0.14484,5472.00173,-89184.70222,True,False,-43.64462
789,Maki,-1.28484,2.30914,999.94279,-100.19107,-5.08011,Biblioteket,1.04048,-0.32413,5473.56690,-89186.83274,True,False,-114.27043
790,Sturm,1.32709,-0.24388,999.66972,-101.02410,0.53653,Biblioteket,1.59308,-1.21971,5471.09079,-89186.37604,True,False,16.18949
791,Conradt,0.94116,0.14411,999.84461,-100.46202,-0.31703,7-11,-0.59276,-0.44464,5474.56527,-89185.19720,True,False,-3.01980
792,Sturm,-0.49485,1.38928,999.82401,-100.59710,-3.05641,Alfvensalen,-2.29980,0.75305,5469.75230,-89185.33939,True,False,-74.83055
793,Conradt,-0.94051,1.81955,999.73962,-100.75367,-4.00301,Alfvensalen,2.11001,-0.17466,5475.97122,-89184.06061,True,False,-97.15583
794,Conradt,1.48899,-0.51939,999.89392,-100.34285,1.14266,Lindstedvägen 24,0.73199,1.77397,5475.45686,-89184.24377,True,False,24.39671
795,Maki,0.29499,0.90001,999.74351,-100.77925,-1.98002,Östra Station,0.83144,-0.61975,5478.05869,-89186.26358,True,False,-35.37896
796,Conradt,1.22372,-0.49293,999.84611,-100.50745,1.08444,Entré,1.85101,1.67673,5475.50121,-89184.46233,True,False,11.10886
797,Maki,1.14654,0.02862,999.77577,-100.69033,-0.06296,Lindstedvägen 24,-0.50076,-0.30494,5472.52677,-89183.47926,True,False,7.21512
798,Conradt,0.53180,0.71556,999.78128,-100.70352,-1.57424,Östra Station,1.59881,-0.15714,5472.92871,-89186.08029,True,False,-23.51916
799,Conradt,1.10095,0.01859,999.88416,-100.34920,-0.04091,7-11,2.27221,1.83402,5478.41641,-89187.09010,True,False,4.98952
800,Sturm,-0.11657,1.27915,999.87534,-100.44228,-2.81413,Alfvensalen,-1.10864,2.19703,5473.19793,-89186.09669,True,False,-55.89104
801,Conradt,0.78514,0.31487,999.75428,-100.75759,-0.69271,Alfvensalen,-0.04429,0.55932,5477.25822,-89187.32724,True,False,-10.86599
802,Sturm,1.00144,0.13155,999.89630,-100.36671,-0.28940,7-11,-0.41743,-0.11800,5472.99569,-89186.79643,True,False,0.02012
803,Sturm,1.55474,-0.56608,999.84807,-100.51921,1.24538,Entré,2.66874,-3.82453,5472.32987,-89184.71319,True,False,27.66113
804,Conradt,1.86916,-0.70513,999.90532,-100.31634,1.55129,Entré,1.21528,0.94418,5474.59069,-89185.50861,True,False,43.41043
805,Sturm,0.78492,0.25241,999.83768,-100.53642,-0.55530,7-11,0.98042,-0.01045,5470.14137,-89184.16539,True,False,-10.83511
806,Conradt,1.81980,-0.78830,999.78671,-100.66136,1.73426,Biblioteket,0.58624,-1.68793,5475.25116,-89184.86063,True,False,40.88352
807,Sturm,1.95253,-0.99830,999.66547,-100.97183,2.19626,Biblioteket,-3.87096,0.02975,5475.44394,-89185.70430,True,False,47.45904
808,Sturm,2.19748,-1.26111,999.82417,-100.57874,2.77444,Biblioteket,0.97516,-2.20747,5476.56115,-89185.66558,True,False,59.78598
809,Sturm,0.76126,0.12199,999.96353,-100.15711,-0.26837,Östra Station,-1.16424,0.77628,5473.37653,-89186.84469,True,False,-11.95548
810,Maki,2.95430,-1.97145,999.93407,-100.23030,4.33719,Biblioteket,0.37815,-0.77728,5478.18570,-89186.55006,True,False,97.68209
811,Sturm,3.64275,-2.68823,999.80458,-100.65155,5.91411,Biblioteket,0.82605,-1.07202,5473.03486,-89186.40575,True,False,132.03975
812,Conradt,1.09834,-0.16867,999.86955,-100.41343,0.37108,Alfvensalen,2.04999,0.67980,5474.61434,-89183.76884,True,False,4.85194
813,Sturm,-0.11562,0.98543,999.83216,-100.50639,-2.16795,7-11,1.08373,-0.83238,5475.05011,-89186.55050,True,False,-55.86474
814,Sturm,0.90776,0.09937,999.82244,-100.57564,-0.21861,Alfvensalen,1.02180,-1.82685,5475.23816,-89184.77229,True,False,-4.70067
815,Sturm,1.44567,-0.37364,999.88509,-100.41736,0.82200,Lindstedvägen 24,-2.91382,2.67186,5475.20313,-89186.43192,True,False,22.22579
816,Sturm,1.75905,-0.80730,999.96711,-100.13323,1.77606,Lindstedvägen 24,-1.04766,-0.06209,5472.72028,-89185.62084,True,False,37.93605
817,Sturm,0.70828,0.22246,999.82750,-100.58886,-0.48940,Alfvensalen,-0.45461,1.09740,5474.70476,-89186.60745,True,False,-14.67204
818,Conradt,-0.33723,1.23983,999.88148,-100.39063,-2.72764,Alfvensalen,-0.00155,0.11556,5479.69670,-89189.06673,True,False,-66.92060
819,Conradt,-0.10894,1.27225,999.74526,-100.79241,-2.79894,7-11,-0.06076,-0.82853,5473.35725,-89188.91515,True,False,-55.57416
820,Conradt,0.87761,0.27171,999.85145,-100.42825,-0.59777,7-11,-1.82235,0.11079,5476.13325,-89184.56861,True,False,-6.19367
821,Sturm,1.30003,-0.30562,999.94177,-100.16887,0.67235,Alfvensalen,1.88692,-1.21178,5475.03132,-89186.24714,True,False,14.97234
822,Conradt,-1.70602,2.75943,999.81105,-100.60383,-6.07074,Biblioteket,3.60769,2.73566,5477.70681,-89187.62427,True,False,-135.39557
823,Conradt,0.33507,0.81244,999.79442,-100.64258,-1.78736,Östra Station,-2.46781,-0.84255,5480.02713,-89188.31467,True,False,-33.34945
824,Sturm,1.12070,0.12596,999.92957,-100.29755,-0.27712,7-11,-1.80044,1.09720,5476.25351,-89185.76605,True,False,5.99954
825,Conradt,1.76515,-0.87859,999.82795,-100.55992,1.93289,Biblioteket,-0.42297,0.24110,5475.89506,-89182.50883,True,False,38.17125
826,Conradt,-0.06435,1.16950,999.73209,-100.83903,-2.57290,Östra Station,-2.11729,-0.89648,5475.53625,-89184.33903,True,False,-53.35136
827,Maki,0.98362,0.14279,999.93080,-100.23476,-0.31414,Östra Station,-0.36504,1.18863,5479.69347,-89187.22851,True,False,-0.85360
828,Conradt,2.58718,-1.65277,999.86977,-100.44867,3.63609,Biblioteket,-1.40718,-1.05789,5475.60356,-89183.70025,True,False,79.29395
829,Sturm,0.36203,0.83775,999.85700,-100.50302,-1.84305,Östra Station,0.65126,-1.71089,5473.11270,-89186.18905,True,False,-31.96979
830,Sturm,1.26237,-0.51982,999.96867,-100.15024,1.14360,Alfvensalen,-0.04798,-1.11113,5472.30372,-89184.80905,True,False,13.10266
831,Maki,0.31150,0.59605,999.81115,-100.58142,-1.31130,Östra Station,0.39922,0.08794,5474.42760,-89185.46037,True,False,-34.51952
832,Conradt,1.15760,-0.01249,999.87316,-100.37989,0.02747,7-11,-2.48779,-2.03076,5473.33638,-89186.33594,True,False,7.81662
833,Conradt,-1.10624,2.03806,999.87502,-100.36257,-4.48373,Syster och Bro,-0.23592,-1.24078,5474.89395,-89185.07069,True,False,-105.37437
834,Sturm,0.86912,0.31442,999.88629,-100.41491,-0.69172,7-11,2.78195,-2.67634,5474.83874,-89185.72853,True,False,-6.60102
835,Maki,0.46246,0.71423,999.94623,-100.19898,-1.57132,7-11,1.51317,0.32547,5472.14904,-89183.37244,True,False,-26.90375
836,Sturm,0.06062,0.64413,999.76547,-100.72045,-1.41710,7-11,-1.25383,0.85833,5475.66382,-89185.56167,True,False,-47.08624
837,Sturm,1.33798,-0.12147,999.84843,-100.49487,0.26724,Alfvensalen,0.59634,-0.70050,5472.31658,-89185.64146,True,False,16.82345
838,Sturm,-0.85235,1.77068,999.94548,-100.18032,-3.89549,Syster och Bro,-0.29361,2.45510,5475.48771,-89185.75820,True,False,-92.64482
839,Sturm,-0.24411,1.10524,999.70315,-100.86113,-2.43153,Östra Station,-0.94396,-0.24466,5474.83199,-89185.68845,True,False,-62.35413
840,Conradt,-0.52534,1.59410,999.83861,-100.50661,-3.50702,Lindstedvägen 24,-0.17483,2.71323,5473.13349,-89186.14773,True,False,-76.34786
841,Sturm,0.74145,0.49557,999.89717,-100.38332,-1.09026,Östra Station,-0.64149,-0.75280,5473.30438,-89185.71031,True,False,-12.97907
842,Sturm,0.23356,0.93360,999.84528,-100.51242,-2.05392,7-11,-0.16107,-0.24986,5472.27187,-89185.56949,True,False,-38.39937
843,Maki,-0.18228,1.26303,999.93335,-100.23759,-2.77868,Lindstedvägen 24,-0.86102,-0.45144,5473.22799,-89186.28507,True,False,-59.14748
844,Sturm,2.47833,-1.42257,999.79925,-100.63064,3.12966,Biblioteket,-0.02080,2.43224,5473.15958,-89185.25197,True,False,73.81631
845,Maki,2.28179,-1.33750,999.92771,-100.23106,2.94250,Biblioteket,0.45438,0.00219,5478.21658,-89185.26728,True,False,64.05347
846,Conradt,0.80208,0.11723,999.72956,-100.79730,-0.25791,Lindstedvägen 24,2.08930,0.31139,5475.06594,-89186.43804,True,False,-10.03137
847,Sturm,1.98910,-0.84475,999.86461,-100.42672,1.85845,Syster och Bro,-1.63235,0.68742,5476.97889,-89187.83552,True,False,49.38751
848,Maki,2.37350,-1.48192,999.89358,-100.34187,3.26023,Biblioteket,0.97560,0.18440,5475.87034,-89187.37644,True,False,68.62182
849,Sturm,-0.83639,1.64048,999.92293,-100.30080,-3.60906,Syster och Bro,-1.02584,0.87106,5472.34390,-89184.52447,True,False,-91.85822
850,Maki,2.22659,-1.16937,999.89564,-100.34006,2.57262,Biblioteket,-1.11360,0.06010,5480.73140,-89184.59280,True,False,61.27737
851,Conradt,1.71110,-0.73665,999.78587,-100.63743,1.62064,Biblioteket,0.56893,0.54783,5473.66726,-89185.38437,True,False,35.44799
852,Sturm,0.98972,-0.03682,999.77816,-100.71504,0.08100,Lindstedvägen 24,-0.81192,1.76644,5473.75700,-89186.00457,True,False,-0.62487
853,Conradt,1.13595,-0.20891,999.74244,-100.77702,0.45960,Entré,-0.48339,-2.94754,5474.80066,-89186.23415,True,False,6.66874
854,Sturm,0.21840,0.73366,999.97450,-100.08058,-1.61406,Alfvensalen,2.16821,-1.69219,5475.60418,-89185.56650,True,False,-39.09255
855,Conradt,2.71848,-1.87081,999.83186,-100.55810,4.11578,Biblioteket,-1.47148,-1.03758,5474.40846,-89185.93625,True,False,85.84018
856,Conradt,0.93195,0.19023,999.76757,-100.72869,-0.41852,Alfvensalen,-0.01717,-0.72601,5474.06253,-89184.42833,True,False,-3.51889
857,Conradt,1.10099,-0.22936,999.71363,-100.86593,0.50460,Syster och Bro,0.78450,1.65575,5474.82421,-89184.36702,True,False,4.90612
858,Sturm,0.54698,0.40706,999.76566,-100.69507,-0.89552,Alfvensalen,-0.72239,1.02225,5472.44041,-89185.12710,True,False,-22.76842
859,Maki,-0.44138,1.39326,999.90390,-100.32628,-3.06517,Lindstedvägen 24,0.07643,0.21235,5473.76812,-89186.78061,True,False,-72.11723
860,Sturm,0.34317,0.55189,999.65603,-101.01459,-1.21417,Alfvensalen,-0.91366,2.08293,5474.02192,-89185.40364,True,False,-33.01344
861,Sturm,0.18106,0.81875,999.65125,-101.02317,-1.80124,Alfvensalen,-1.18594,-1.54656,5474.27333,-89187.22891,True,False,-41.12152
862,Sturm,0.81786,0.21012,999.64922,-101.03276,-0.46227,Entré,3.54332,-4.05648,5475.59746,-89187.11115,True,False,-9.28251
863,Sturm,0.55546,0.30677,999.88749,-100.42044,-0.67489,7-11,-0.38572,2.09776,5473.02923,-89186.35570,True,False,-22.28326
864,Maki,1.95592,-1.03023,999.94232,-100.20599,2.26652,Syster och Bro,-1.04654,0.88207,5477.78258,-89185.99431,True,False,47.76698
865,Conradt,1.74897,-0.87264,999.86118,-100.42370,1.91981,Syster och Bro,-2.36328,-2.79664,5475.79866,-89185.47324,True,False,37.37899
866,Maki,1.47363,-0.49811,999.91194,-100.29434,1.09585,Lindstedvägen 24,-0.30443,0.21512,5476.04285,-89187.13233,True,False,23.63731
867,Maki,0.24953,0.91891,999.76170,-100.73069,-2.02159,Östra Station,-0.82658,-1.55080,5478.18770,-89185.34974,True,False,-37.64276
868,Conradt,0.14193,0.92528,999.70406,-100.91052,-2.03561,7-11,-1.24297,1.50822,5475.64718,-89184.47208,True,False,-43.05164
869,Sturm,1.90088,-1.13527,999.62603,-101.14604,2.49760,Biblioteket,1.69996,-1.28085,5474.38899,-89186.10053,True,False,44.85701
870,Conradt,0.14081,0.91995,999.75018,-100.71947,-2.02389,Östra Station,-0.75172,-1.91377,5474.60065,-89187.16074,True,False,-43.08450
871,Sturm,-1.17019,2.15927,999.93806,-100.19511,-4.75039,Biblioteket,2.55364,-1.48688,5477.10340,-89183.95192,True,False,-108.54042
872,Maki,0.04639,0.99646,999.92581,-100.24500,-2.19220,Alfvensalen,0.33274,-0.43149,5475.53255,-89186.77859,True,False,-47.71765
873,Maki,-0.22061,1.01657,999.87905,-100.39347,-2.23646,7-11,0.44383,0.19890,5478.48284,-89185.27062,True,False,-61.09114
874,Conradt,1.14871,-0.21400,999.86968,-100.38182,0.47080,Alfvensalen,0.78899,1.07126,5472.48117,-89187.59445,True,False,7.37031
875,Maki,1.63974,-0.73758,999.74717,-100.76258,1.62267,Biblioteket,-0.37157,-0.72560,5479.84664,-89183.80108,True,False,31.86078
876,Conradt,-0.01169,0.73026,999.82712,-100.51674,-1.60658,Östra Station,0.09563,-0.84928,5473.89971,-89184.45346,True,False,-50.67076
877,Conradt,1.84497,-0.69487,999.77036,-100.69109,1.52871,Biblioteket,1.18123,-1.79767,5474.94913,-89185.38323,True,False,42.13373
878,Maki,1.42342,-0.54823,999.80408,-100.58805,1.20610,Syster och Bro,-0.59790,0.43470,5472.68793,-89183.53019,True,False,21.07283
879,Conradt,0.03008,1.01153,999.83724,-100.52730,-2.22537,7-11,-2.64335,-2.35354,5475.66733,-89183.77519,True,False,-48.57715
880,Sturm,-0.12950,1.16024,999.73134,-100.83992,-2.55253,Östra Station,0.05315,-0.99105,5473.62773,-89186.02390,True,False,-56.60958
881,Sturm,-1.06668,1.97454,999.72314,-100.81630,-4.34400,Lindstedvägen 24,1.51538,-0.55008,5473.62813,-89187.73649,True,False,-103.47248
882,Sturm,1.35755,-0.26808,999.84535,-100.54173,0.58978,Lindstedvägen 24,-2.07500,0.64940,5472.03375,-89184.99435,True,False,17.80034
883,Sturm,1.42420,-0.44467,999.88701,-100.38876,0.97828,Lindstedvägen 24,-0.47455,-0.67923,5475.62406,-89184.25089,True,False,21.15356
884,Conradt,1.72853,-0.58203,999.79875,-100.59754,1.28046,Syster och Bro,0.40366,-0.84438,5475.75676,-89183.98506,True,False,36.32581
885,Sturm,2.00948,-1.02013,999.95536,-100.20228,2.24428,Syster och Bro,-1.53710,-0.93930,5474.18403,-89185.60262,True,False,50.45174
886,Maki,1.02666,-0.14800,999.91584,-100.29036,0.32560,Alfvensalen,1.39597,-0.95788,5475.06626,-89185.86361,True,False,1.29089
887,Conradt,1.16481,-0.26616,999.75712,-100.76771,0.58555,Syster och Bro,-1.26554,-1.42767,5476.61881,-89183.24974,True,False,8.11915
888,Maki,1.00982,-0.09366,999.84872,-100.47184,0.20604,Alfvensalen,0.69269,-0.16037,5472.88814,-89186.23219,True,False,0.41537
889,Sturm,1.30770,-0.31507,999.91329,-100.27834,0.69315,Alfvensalen,-1.90071,-0.08885,5473.03337,-89184.05616,True,False,15.34153
890,Sturm,1.51721,-0.57500,999.80664,-100.63043,1.26500,Syster och Bro,-1.74533,-0.42807,5475.69995,-89185.87537,True,False,25.76367
891,Conradt,0.12242,1.14718,999.72351,-100.86006,-2.52380,Östra Station,-0.01497,2.06980,5476.86544,-89181.34708,True,False,-44.01720
892,Conradt,2.24094,-1.41593,999.71676,-100.86934,3.11504,Biblioteket,0.50907,-1.71296,5473.24042,-89185.70638,True,False,61.90535
Sankta Lucia, Sankta Lucia. Sankta Lucia, Sankta Lucia.
893,Sturm,1.37132,-0.45681,999.70419,-100.88094,1.00498,Biblioteket,3.05919,0.24995,5472.95771,-89184.56553,True,False,18.41813
894,Conradt,0.94297,-0.03344,999.75925,-100.69337,0.07358,Lindstedvägen 24,1.37616,0.18092,5480.00304,-89187.29985,True,False,-2.97189
895,Conradt,1.89353,-1.15144,999.92422,-100.22700,2.53317,Syster och Bro,1.02607,1.22017,5475.12819,-89184.44852,True,False,44.63873
896,Sturm,2.13356,-1.30055,999.66336,-101.02576,2.86122,Biblioteket,0.54717,0.36250,5473.13573,-89185.39582,True,False,56.50987
897,Sturm,1.55792,-0.18655,999.64211,-101.07654,0.41042,Biblioteket,0.36660,-1.26525,5473.81458,-89186.28902,True,False,27.71727
898,Sturm,0.74761,-0.07975,999.68915,-100.96470,0.17546,Syster och Bro,-0.52144,0.67870,5475.65682,-89186.87922,True,False,-12.77493
899,Sturm,2.88914,-2.00739,999.95260,-100.23009,4.41626,Biblioteket,-2.32771,-0.38996,5473.28509,-89186.45312,True,False,94.43328
900,Maki,-0.23707,1.45806,999.97945,-100.08813,-3.20773,Syster och Bro,-0.44439,-0.80476,5479.43101,-89187.11347,True,False,-61.86391
901,Sturm,1.99698,-1.00787,999.92909,-100.23181,2.21732,Syster och Bro,1.02413,-1.06879,5475.02645,-89185.91623,True,False,49.81349
902,Conradt,-0.27356,0.87879,999.89842,-100.33785,-1.93333,7-11,-2.01264,-0.89693,5475.27755,-89185.11275,True,False,-63.72885
903,Sturm,-1.44516,2.46177,999.75492,-100.73638,-5.41589,Syster och Bro,-1.68600,1.53049,5475.57705,-89186.55360,True,False,-122.38057
904,Maki,1.06117,-0.19366,999.82913,-100.52812,0.42606,Lindstedvägen 24,0.88165,0.83693,5475.99293,-89185.74337,True,False,2.97317
905,Sturm,1.76052,-0.58105,999.78542,-100.68678,1.27830,Syster och Bro,2.79267,-2.63673,5474.61076,-89185.63666,True,False,37.91875
906,Conradt,0.94972,0.09730,999.73731,-100.81808,-0.21406,Lindstedvägen 24,0.50003,0.44836,5478.27154,-89186.95980,True,False,-2.64535
907,Maki,1.29862,-0.27503,999.95302,-100.17456,0.60506,7-11,-0.17589,0.84582,5475.90074,-89186.91663,True,False,14.90755
908,Conradt,0.39784,0.66917,999.72362,-100.84534,-1.47217,7-11,2.01332,-0.44942,5477.26662,-89188.10243,True,False,-30.24635
909,Sturm,1.04785,-0.14088,999.77546,-100.71610,0.30994,Entré,5.12684,-1.15270,5475.25269,-89186.63169,True,False,2.28003
910,Maki,0.40389,0.63310,999.76378,-100.71195,-1.39281,7-11,0.17216,0.30968,5477.49220,-89185.62462,True,False,-29.92353
911,Conradt,1.28463,-0.30929,999.83350,-100.53898,0.68045,Lindstedvägen 24,1.34559,1.50763,5475.78652,-89186.40550,True,False,14.14816
912,Sturm,1.73323,-0.99683,999.94772,-100.15559,2.19303,Entré,0.14059,-1.25302,5474.81739,-89185.17464,True,False,36.63514
913,Maki,0.13578,0.64736,999.82049,-100.54372,-1.42420,Östra Station,1.28851,0.38609,5479.15730,-89186.95503,True,False,-43.30053
914,Conradt,0.91885,0.02017,999.82479,-100.52220,-0.04437,Alfvensalen,-0.37726,-0.79982,5477.14806,-89183.22914,True,False,-4.14502
915,Maki,1.11481,-0.20687,999.88064,-100.38813,0.45511,Alfvensalen,0.03993,0.18694,5476.88511,-89186.71206,True,False,5.68096
916,Sturm,0.36979,0.76147,999.84247,-100.50228,-1.67522,Östra Station,-0.57399,0.51279,5473.82164,-89185.33525,True,False,-31.58915
917,Sturm,3.32276,-2.03075,999.81639,-100.54984,4.46765,Biblioteket,0.05980,0.48998,5475.70510,-89186.22132,True,False,116.04640
918,Sturm,1.09326,-0.22530,999.91499,-100.30427,0.49566,Alfvensalen,-0.50372,-0.79978,5473.26355,-89186.21684,True,False,4.62051
919,Conradt,1.06933,-0.14381,999.79732,-100.60916,0.31639,Lindstedvägen 24,2.82168,1.18832,5475.41467,-89185.76940,True,False,3.36495
920,Sturm,1.62648,-0.70397,999.91235,-100.29710,1.54874,Entré,-1.22722,0.50266,5474.56901,-89184.91086,True,False,31.28035
921,Sturm,2.25959,-1.01985,999.90092,-100.33672,2.24366,Syster och Bro,-0.03136,-0.21948,5473.87105,-89186.51832,True,False,62.92981
922,Maki,0.94941,-0.11246,999.86783,-100.40998,0.24742,Alfvensalen,-0.69245,-0.21378,5473.62707,-89185.20929,True,False,-2.59561
923,Conradt,0.33970,0.66955,999.87341,-100.40834,-1.47301,Östra Station,-2.92760,0.26993,5473.74618,-89186.76700,True,False,-33.07811
924,Conradt,1.78295,-0.81655,999.79241,-100.63632,1.79642,Biblioteket,1.03748,-0.32442,5475.49803,-89184.60910,True,False,39.04372
925,Conradt,2.74126,-1.77846,999.89746,-100.36275,3.91262,Biblioteket,-1.35336,-0.28152,5474.58740,-89185.42371,True,False,87.01186
926,Sturm,1.94203,-0.85921,999.82929,-100.58668,1.89027,Biblioteket,-0.81318,-2.15608,5473.83897,-89185.20682,True,False,47.01622
927,Conradt,0.27790,0.67222,999.76935,-100.67695,-1.47888,7-11,1.10845,0.88424,5476.11982,-89183.17972,True,False,-36.22056
928,Conradt,0.22029,0.90002,999.71165,-100.85934,-1.98005,7-11,-1.61824,-3.92811,5475.60765,-89183.18967,True,False,-39.12979
929,Conradt,0.57922,0.38468,999.90506,-100.31310,-0.84630,Östra Station,0.90427,1.00523,5475.45592,-89185.22881,True,False,-21.08632
930,Conradt,0.46564,0.41876,999.75603,-100.71463,-0.92128,Alfvensalen,-0.50300,0.39764,5478.91690,-89187.62104,True,False,-26.83980
931,Conradt,-0.56993,1.76534,999.77125,-100.70694,-3.88374,Alfvensalen,0.73257,0.33077,5476.14194,-89186.06083,True,False,-78.61100
932,Sturm,2.08192,-1.11775,999.86385,-100.48420,2.45905,Biblioteket,1.50302,-2.62462,5475.97243,-89187.44705,True,False,54.02810
933,Conradt,0.67104,0.21296,999.70319,-100.91955,-0.46850,Lindstedvägen 24,0.25101,-0.80330,5475.82266,-89186.89617,True,False,-16.59641
